identifiant_ban;numero_dpe
74010_2844;2374E2675796E
74012_0693_00002;2374E2706331P
74019_0350_00353;2374E3497123R
74309_0440;2374E3778868A
74104_0500;2374E3546982I
74012_0693_00002;2374E4524653B
74012_0255_00003;2374E4066949B
74182_0490_00004;2374E3205066S
74278_0130_00070;2374E2704495Z
74010_2888;2374E2804754C
74010_2815_00002;2374E3643252A
74012_1280;2374E2575774E
74200_0053;2374E3390539H
74229_0650_00153;2374E4004978O
74281_0715_00009;2374E3818186G
74303_0235;2374E2770376W
74298_0580;2374E3117918W
74256_0190_00038;2374E3258286Q
74281_1440_00008;2374E3579922G
74094_0730_00430;2374E2826812M
74010_2743_00040;2374E2808690M
74243_0130;2374E3164519F
74010_3269_00007;2374E4148977Z
74139_0730_00074;2374E2712382I
74010_3448_00004;2374E2839716U
74012_0693_00002;2374E4524634I
74191_0281_00089;2374E3896326Q
74096_0095_00065;2374E4131230K
74010_3269_00022;2374E4166665H
74143_0285;2374E3471515T
74108_0720_00051;2374E3314657T
74099_ql6rct_00030;2374E4262435T
74010_2925_00031;2374E3954109B
74010_2821_00009;2374E3375475X
74159_0800;2374E3377770E
74131_0375_00103;2374E4039317H
74010_2733;2374E3937970I
74281_1238_00043;2374E3318308E
74104_0180_00106;2374E4434273X
74305_0135;2374E4064000Q
74012_1240_00022;2374E2674160G
74010_2550_00020;2374E2803041F
74010_3060_00025;2374E2501971P
74048_1160;2374E3387657L
74128_0830_00295;2374E3176393X
74014_0170;2374E3951676M
74012_0693_00002;2374E4524663L
74281_0900_00029;2374E4523363L
74281_1320_00008;2374E4507239H
74220_drgsgc_00168;2374E3877252A
74208_0508;2374E2681867R
74010_3448_00004;2374E2839652I
74010_2925_00026;2374E4145439X
74123_0420_00093;2374E2330285H
74242_0080_00152;2374E4137967N
74010_2756_00008;2374E3899674K
74311_0393;2374E2871470C
74010_1610_00049;2374E3339387X
74128_0510_00141;2374E3533646K
74010_2822_00004;2374E3759848M
74208_0508;2374E2681852C
74164_0228;2374E4092436I
74010_2599_00014;2374E3553549X
74010_3060_00021;2374E2502451B
74012_0950_00012_a;2374E3402475J
74104_0500;2374E3547002C
74010_2856_00020;2374E3643007P
74010_2646_00002;2374E3017923X
74010_1610_00049;2374E3339410U
74112_0809_00030;2374E2443320U
74010_2574_00019;2374E4399553N
74012_0610_00057;2374E3570101N
74119_0399_00008;2374E3317930Q
74208_0341_00719;2374E4057347T
74010_2844_00002;2374E3290610W
74014_0490_00172;2374E3451924G
74010_1610_00051_bis;2374E3339171P
74315_0081_00590;2374E2734887X
74010_2643_00007;2374E3903106K
74056_1122_00097;2374E2502216A
74010_1610_00049;2374E3339335X
74010_2893_00009;2374E3144866I
74131_0375_00103;2374E4041158C
74175_0280_00020;2374E3592025T
74096_0133_00087;2374E3249125H
74173_0244;2374E2588812Q
74243_0130;2374E3164234G
74169_0159_00044;2374E3446685T
74010_2925_00026;2374E4145451J
74010_3305_00023;2374E4162220I
74233_0610_00084;2374E3962172E
74263_0100;2374E4488290M
74012_0693_00002;2374E2706490S
74243_0130;2374E3164500M
74010_0560_00022;2374E3295037D
74043_0360_00133;2374E2849276M
74001_0108_00481;2374E3199591D
74010_2700;2374E2618029J
74240_6i864v_02528;2374E4390713N
74119_0399_00008;2374E3317927N
74010_0100_00004;2374E2674267J
74010_3269_00007;2374E4148853F
74278_0093_00020;2374E2495668E
74119_0662;2374E4402939T
74010_3181_00412;2374E3491889J
74010_3065_00006;2374E3290375V
74158_0080_00072;2374E3200626Y
74010_3480_00030;2374E3422107L
74010_0670;2374E2631231D
74001_0078_00161;2374E2790591J
74010_2855_00022;2374E2796046E
74063_0310_00716;2374E4299811H
74019_0350_00349;2374E3495637N
74010_2876_00009;2374E3177887J
74256_0003_00163;2374E3116087L
74221_0071;2374E2502314U
74208_a006_00050;2374E2685091R
74010_2788_00005;2374E3102690E
74278_0130_00070;2374E2704474E
74010_0560_00022;2374E3155864I
74010_2599_00006;2374E3550769Z
74010_2855_00022;2374E2796072E
74281_0420_00018;2374E4455835F
74010_2695_00007;2374E2800960E
74010_2599_00006;2374E3550402W
74010_2599_00014;2374E3552838O
74010_2856_00002;2374E2430335J
74008_0350_00011;2374E3263260Y
74012_1240_00022;2374E2701843Z
74104_0180_00106;2374E4434272W
74136_0700_00160;2374E3198165H
74272_0535_00039;2374E2923784E
74157_0040_00051;2374E3636357V
74128_0195_00096;2374E2696564Y
74080_0510;2374E4492685N
74094_0740;2374E4471488G
74012_0360_00012;2374E2688107R
74208_0133;2374E2714023L
74010_3479_00029;2374E2290264A
74010_0470_00024;2374E4101659B
74159_0293;2374E3370591B
74070_0038_01496;2374E3625436U
74105_0057;2374E3617735P
74305_0135;2374E4063507R
74176_0020_00016;2374E2497760Q
74160_0020_00136;2374E2774734M
74218_0122;2374E2514872U
74143_0881_00049;2374E2699218A
74010_3480_00026;2374E2480305H
74012_0693_00002;2374E2706370C
74264_0182_00710;2374E3491032K
74010_0770_00005;2374E2367406A
74067_0007_00021;2373E4198719C
74010_2888;2374E2804762K
74010_0450_00013;2374E3873667D
74281_0500_00001;2374E3443185D
74281_0040;2374E2353111F
74173_0249;2374E4191755H
74010_0410_00001;2374E3309148W
74010_2948_00009;2374E2792562E
74042_0020_00184;2374E2928363H
74013_0105;2374E4293055L
74243_0130;2374E3164477P
74010_3269_00007;2374E4149028Y
74010_0340_00006_ter;2374E3632453R
74010_1090_00049;2374E3821005R
74276_0066;2374E4322856Q
74010_2940_00026;2374E3074255N
74057_0045;2374E4118600Q
74213_0200_00186;2374E3808718C
74010_0330_00012;2374E3643089T
74001_0182_00137;2374E2446564O
74263_0094_00415;2374E3647038Q
74010_1120_00008;2374E2658028U
74010_2911;2374E2785160M
74056_0251_00015;2374E3288544K
74012_0693_00007;2374E4521378C
74010_3281_00024;2374E4416942I
74164_0607_00092;2374E4203785Z
74236_0650_00159;2374E3117584A
74281_0600_00015;2374E3890652K
74188_0830_00227;2374E3094780Y
74131_0375;2374E2880256A
74010_0560_00024;2374E3291175P
74012_0860_00001;2374E4516879B
74010_3065_00006;2374E3290339L
74031_0170;2374E4418576E
74119_40wf8d_00049;2374E3752746I
74288_0065_00296;2374E2611929T
74255_0160_00096;2374E3430934Y
74263_0100_00197;2374E2844419R
74208_0723_00251;2374E4276433D
74010_1995_00055;2374E4149819J
74010_0660_00041;2374E2748958C
74040_0298_00084;2374E3416881L
74008_0330_00013;2374E3033400E
74010_0560_00022;2374E3294987F
74216_0030_00132;2374E3497257V
74156_1100;2374E3149191R
74112_0341_00095;2374E3559345V
74104_0500;2374E3547014O
74308_0820_00193;2374E2658920C
74264_0148_00010;2374E3792944K
74075_0020_00498;2374E3480121T
74010_2599_00006;2374E3550072E
74212_0199_00054;2374E2679258I
74182_0200_00008;2374E2809037V
74012_0960_00003;2374E3658700E
74010_2856_00020;2374E3713260Q
74159_0293;2374E3370577N
74154_0076;2374E3282771J
74010_2940_00043;2374E3900705B
74006_0120;2374E4227374G
74010_3451_00031;2374E2770314M
74056_0178;2374E2369036S
74225_0916_00004_b;2374E2770661V
74019_0372;2374E3212982E
74281_0900_00009;2374E2777308M
74010_3480;2374E4011409X
74010_2913_00001;2374E3759615N
74070_0005_00051;2374E2772805H
74045_0080_00077;2374E3159671T
74075_0700_00231;2374E3685648Q
74010_3448_00004;2374E2839668Y
74043_0357;2374E2347330W
74056_0486_00915;2374E2498411R
74010_3227_00095;2374E4440887H
74299_0060_00006_bis;2374E2523405Z
74010_3071_00009;2374E4499407B
74200_0040_00549;2374E4054958W
74280_0300_00002;2374E2783213P
74010_2599_00016;2374E3549392A
74010_0670;2374E2633376Q
74010_0591;2374E3275668E
74010_1730_00004_bis;2374E2914455J
74133_0530_00036;2374E2412934C
74236_0608;2374E3719810O
74269_0170;2374E2485771N
74012_0693_00002;2374E4524639N
74241_0058_00371;2374E2943626I
74010_3089_00009;2374E3511885L
74063_9gfn95;2374E3919547T
74112_0797_00064;2374E3276112G
74119_0399_00008;2374E4095347H
74106_0125_00237;2374E3845719F
74282_0666;2374E2482733R
74238_0100;2374E2527239L
74010_1770_00061;2374E2577683P
74012_0693_00002;2374E2706311V
74010_3222_00008;2374E4158403N
74010_3060_00021;2374E2499464E
74010_1200_00002;2374E2534044E
74215_0110_00170;2374E2353721R
74293_A016;2374E3232395V
74010_3097_00015;2374E2613601B
74276_0081_00290;2374E2625520M
74096_0015_00050;2374E2740349Z
74119_0530_00031;2374E3230760Y
74010_0560_00024;2374E3291163D
74010_0560_00022;2374E3155849T
74010_2930_00011;2374E3744120O
74104_0320_00009;2374E3624705R
74281_0900;2374E2389928G
74281_0715_00009;2374E2680410Q
74010_0270_00035;2374E2962405P
74258_0276;2374E2972781R
74010_2599_00014;2374E3553169H
74281_0900_00029;2374E4523334I
74010_3060_00021;2374E2499476Q
74010_3451_00038;2374E2488816Q
74299_0390_00004;2374E3006490E
74037_0400_00778;2374E3050267X
74119_0662;2374E4402940U
74288_0173_00355;2374E2961627R
74112_0832_00027;2374E4508757R
74010_2977_00005;2374E4525071D
74128_0510_00141;2374E3933654I
74280_0200_00012;2374E2839714S
74052_0610;2374E2224197Z
74010_2962_00023;2374E3386269B
74012_0693_00007;2374E2706461P
74012_0693_00002;2374E2706596U
74010_1350_00005;2374E3464754S
74031_0290_00133;2374E2352418O
74136_0235_00066;2374E3159958U
74278_0130_00178;2374E2704662K
74159_0293;2374E3370568E
74010_2901_00003;2374E2651696G
74010_1200_00020;2374E3642476E
74012_0960_00029;2374E4019118K
74057_0005;2374E3101177Z
74208_0723;2374E2811617B
74137_0012_00160;2374E2424332M
74164_0228;2374E4092404C
74010_2893;2374E3641158M
74174_0148_00090;2374E3659254M
74311_0005_00007;2374E2265714U
74012_0255_00003;2374E4066947Z
74010_3269_00022;2374E4166699P
74143_0811;2374E3280170I
74164_0484_00040;2374E3108438G
74159_0293;2374E3370597H
74010_2844;2374E2675730Q
74233_0570_00041;2374E4209248C
74159_0412_00919;2374E2790287R
74159_0230;2374E2688200G
74112_0842_00077;2374E3105652C
74256_0170_00141;2374E4056829V
74010_0560_00022;2374E3158020G
74012_0693_00002;2374E2706299J
74010_1770_00006;2374E4117469D
74208_0238;2374E2683934E
74010_1458_00005;2374E3939234Y
74276_0081;2374E2661237F
74026_0170_00027;2374E2761487Z
74014_0170;2374E2800644A
74219_0260_00376;2374E3126139B
74264_0040_00027;2374E3370733N
74160_0110;2374E2643710C
74010_2963_00015;2374E3153478O
74119_ob8bp6_00021;2374E2295750A
74010_2957_00012;2374E3909258A
74010_2725_00001_a;2374E4475736Q
74010_2280;2374E4155512I
74133_0180;2374E4118271Z
74281_1040;2374E2239856G
74012_0693_00007;2374E4460516G
74243_0397_00010;2374E3108565D
74010_3451_00031;2374E2770252C
74010_2700;2374E2618019Z
74208_0133;2374E2714018G
74278_0130_00178;2374E2704645T
74311_0393;2374E2871362Y
74293_0210_00066_e;2374E3337648A
74010_3269_00022;2374E4166679V
74010_3222_00008;2374E4158286A
74010_0670;2374E2633383X
74241_a020_00026;2374E2228052G
74272_0317_00054;2374E2879169F
74281_0740_00009_bis;2374E2645422Y
74281_0480;2374E3204773L
74010_2942_00009;2374E3085141F
74142_0040_00300;2374E3754601R
74281_1066_00010;2374E3985666U
74311_0027_00210;2374E3012007J
74136_0190;2374E4456081R
74010_0330_00012;2374E3643105J
74311_0183;2374E3449527B
74264_0182_00710;2374E3490234S
74010_3451_00031;2374E2770308G
74010_0180_00014;2374E2347859F
74010_2599_00014;2374E3553391V
74010_3222_00008;2374E4158358U
74220_1380_00222;2374E3105228U
74169_0201;2374E3882660A
74258_0535_00347;2374E4393159P
74169_0279_00242;2374E3425318Y
74105_0015;2374E3689613D
74267_0230_00039;2374E4401905Z
74010_2599_00006;2374E3550137R
74143_0805_00096;2374E2685700C
74183_0397_00141;2374E3399578Y
74010_3396_00009;2374E4062825L
74010_0560_00024;2374E3291244G
74010_0660_00041;2374E2748956A
74133_0180;2374E3402247P
74105_0087;2374E2644668Y
74191_A115;2374E4221554K
74015_0395_00032;2374E2480034W
74010_3451_00038;2374E2488804E
74010_2599_00014;2374E3552445L
74011_0790_00002;2374E2524184Y
74010_3222_00008;2374E4158308W
74010_0560;2374E3929082M
74282_0824_01804;2374E2460498M
74012_0693_00007;2374E2706668O
74010_3396_00009;2374E4062837X
74258_0250_00036;2374E4177840C
74010_2876_00013;2374E3178417T
74234_0115_00038;2374E2929259T
74233_0610_00084;2374E3962377B
74104_0500;2374E3547012M
74012_0693_00002;2374E2706494W
74010_2944_00015;2374E2608411L
74143_0285;2374E3471523B
74176_0325_00052;2374E4154808G
74010_3222_00008;2374E4158279T
74010_2100;2374E2590699F
74263_0094_00415;2374E3647210G
74293_0135;2374E3818697X
74010_0560_00022;2374E3155809F
74143_0811;2374E3280117H
74171_0009_00006;2374E2616061R
74264_0182_00710;2374E3490848I
74288_0085_00110;2374E3293696O
74201_0470_00444;2374E2436194S
74010_2844;2374E2675744E
74289_0713;2374E3174365X
74208_0508;2374E2681997R
74012_0693_00002;2374E2706339X
74281_1325_00085_ter;2374E2493185R
74010_3039_00003;2374E2924797D
74281_0470_00011;2374E3862260K
74010_2855_00016;2374E2792223D
74276_0298;2374E2498567R
74010_0560_00003;2374E4167264I
74208_0508;2374E2681845V
74010_2764_00001;2374E4109113T
74012_0693_00002;2374E2706505H
74010_3269_00007;2374E4148968Q
74011_0980;2374E4249129Z
74281_1440_00008;2374E3579920E
74281_0240;2374E3759746O
74010_2876_00005;2374E3175889N
74083_0274_00109;2374E3508205X
74010_2940_00066;2374E2797247J
74010_1500_00041;2374E3598572O
74276_0068;2374E3730168Y
74169_0297_00250;2300E3988465P
74314_0095_00007;2374E3458841H
74010_1790_00011;2374E2551924W
74119_0790_00028;2374E2852864M
74208_a006_00106;2374E2685189L
74067_0125;2374E3870142O
74010_3030_00024;2374E2916924I
74242_0380_00281;2374E2914999H
74010_2280;2374E4155472U
74264_0182_00710;2374E3491136K
74010_uq27mg_00145;2374E3853470I
74281_0900_00029;2374E4523376Y
74010_2940_00043;2374E3017472O
74010_3340_00067;2374E4216806U
74159_0800;2374E3376810G
74085_0163_02968;2374E4406333H
74161_0020_00074;2374E3613047H
74010_2700_00024;2374E4346154S
74126_0930;2374E3101170S
74010_2844_00003;2374E2748473L
74173_18bq29_00031;2374E3893973D
74010_3185_00124;2374E2644341J
74112_0797_00102;2374E3774768I
74056_0251_00015;2374E3288630S
74312_0024;2374E3924046U
74010_1995_00055;2374E4149477F
74264_0148_00010;2374E3792635N
74002_0120_00688;2374E4182478M
74010_1610_00049;2374E3339383T
74010_2888;2374E2804758G
74010_0830_00010;2374E2879760Y
74305_0135;2374E4063820S
74250_0962_00172;2374E3316554S
74104_0500;2374E3547023X
74243_0130;2374E3164539Z
74150_0790_00070;2374E4400030W
74010_2870;2374E3838789R
74010_0670;2374E2633359Z
74010_2599_00006;2374E3550365L
74164_0484_00040;2374E3108428W
74067_0370;2374E2507940E
74169_0201;2374E3882568M
74250_1051_00052;2374E2714375Z
74010_0670;2374E2631241N
74010_2846_00003;2374E3734735P
74169_0390_00015;2374E3270090Q
74298_0420_00009;2374E3549141J
74159_0398_00109;2374E3344917P
74169_0201;2374E3882605X
74034_0270;2374E2657781H
74001_0165_00040;2374E3360974E
74012_0090_00016;2374E3899470O
74034_0370_04837;2374E2600077X
74137_0095_00601;2374E2764324C
74014_0025_01190;2374E2756795N
74010_1410_00012;2374E2429327P
74010_2911;2374E2785206G
74123_0505_00059;2374E2430099H
74258_0304_00070;2374E3094173P
74267_0020_00210;2374E4435632E
74010_3340_00008;2374E3235667R
74012_0800_00004;2374E4258751B
74010_2080_00001;2374E2398567N
74010_0670;2374E2633598E
74067_0125;2374E3870773V
74208_0060_00178;2374E3000750K
74169_0201;2374E3882392S
74263_0100_00197;2374E4367490I
74264_0148_00010;2374E4471468M
74010_3299_00010;2374E4153156S
74256_0331_00287;2374E3072404I
74305_0203_00006;2374E4110005B
74019_0372;2374E3212971T
74293_0203_00142;2374E3601444A
74233_0610_00084;2374E3962406E
74010_2893;2374E3641160O
74010_3451_00031;2374E2770290O
74243_0045;2374E2417846A
74281_0900_00029;2374E4523338M
74224_1340_00172;2374E2924578S
74256_0040_00503;2374E2733428U
74281_0900_00029;2374E4523355D
74282_0035_00486;2374E3497456M
74233_0610_00084;2374E3962003R
74143_0285;2374E3469716O
74124_0165_00019;2374E3822281T
74010_2689_00012;2374E4227323H
74294_0152_00236;2374E3482251R
74094_0447_00256;2374E3524032Q
74281_0381_00002;2374E3535120C
74010_0560_00024;2374E3291338W
74080_0615_00245;2374E2922887R
74010_3222_00008;2374E4158301P
74240_B162;2374E3553277L
74014_0170;2374E3819382G
74208_0133;2374E2713874S
74010_3222_00008;2374E4158250Q
74090_0123_01128;2374E3170741N
74169_0010;2374E2661055F
74018_0073;2374E3906967X
74119_0399_00008;2374E3317945F
74010_3451_00038;2374E2488795V
74205_0240_00356;2374E2306117T
74218_0082_00045;2374E3106674K
74010_2925_00026;2374E4145471D
74264_0148_00010;2374E3792619X
74281_1005_00003;2374E3935050A
74010_3305_00006;2374E4164332O
74010_3269_00007;2374E4148945T
74010_2962_00036;2374E2886286Y
74210_0280_00082;2374E3062214K
74258_0028_00494;2374E2236515T
74010_3097_00015;2374E2613588O
74014_0058_00181;2374E4337875H
74010_3060_00023;2374E2500712E
74282_0874_01836;2374E2932123X
74267_0307_00073;2374E3328744O
74314_0240_01000;2374E2381195J
74267_0110_00160;2374E2622031H
74264_0182_00710;2374E3434796M
74112_0832_00027;2374E4508759T
74012_0090_00016;2374E3899447R
74010_3269_00013;2374E4160930S
74010_3060_00023;2374E2500714G
74101_0130_00998;2374E3845030S
74224_0540_00049;2374E2457747R
74067_0125;2374E3870898Q
74010_0670;2374E2633586S
74208_0508;2374E2682732Y
74278_0093_00020;2374E2495666C
74236_0445_00999;2374E3508807B
74225_aqad2m_00004;2374E3762778E
74218_0224_00140;2374E2903325H
74233_0610_00084;2374E3962083T
74010_0020_00003;2374E2916958Q
74012_0637_00011;2374E2879485J
74180_0205_00058;2374E2359061B
74311_0393;2374E2871519Z
74305_0203_00006;2374E4109539D
74293_B017;2374E3159175R
74010_2599_00014;2374E3552298U
74010_0560_00022;2374E3157999L
74010_2925_00022;2374E4129599R
74208_0508;2374E2681978Y
74151_0200_00021;2374E3226538O
74112_0030_00421;2374E3016196M
74229_0490_01137;2374E3018139F
74056_1122_00097;2374E2502233R
74142_0060_00050;2374E2923325N
74001_0188_00010;2374E4503950U
74010_3451_00007;2374E2462162M
74056_0185_00819;2374E3448128G
74012_0950_00012;2374E3234439L
74010_3071_00002;2374E2437078S
74305_0203_00006;2374E4114472W
74070_0035_01290;2374E4094584Y
74212_0219_00285;2374E2545726M
74225_0260_00012;2374E2490284C
74010_3479_00025;2374E2924718C
74010_3305_00023;2374E4162188C
74272_0317_00054;2374E2877801P
74180_0170;2374E2677175F
74010_3451_00038;2374E2488821V
74208_0508;2374E2681851B
74213_0290_00019;2374E2662136U
74012_1240_00022;2374E2674111J
74112_0030_00421;2374E3017058Q
74043_0406_00064;2374E3054551R
74010_3026_00003;2374E4432915R
74276_0177_00001;2374E3320407X
74010_2844;2374E2675801J
74056_0251_00015;2374E3288510C
74233_0610_00084;2374E3962389N
74281_0500_00001;2374E3442639D
74081_0610_00015;2374E3520932K
74278_0130_00178;2374E2710438O
74134_0047;2374E3396827D
74101_0130_00994;2374E3845068E
74010_3343_00009;2374E3555665H
74010_2090_00013;2374E4432821B
74043_0594_00292;2374E3047754G
74010_3269_00007;2374E4148998U
74012_0693_00002;2374E4524697T
74133_0180_00081;2374E2510360G
74056_0031;2374E3162822Y
74010_3457_00024;2374E3326437V
74014_0215_00110;2374E2699174I
74012_0220_00037;2374E3133414W
74250_0800_00046;2374E3061915X
74012_0200_00018;2374E2964918G
74104_0500;2374E3546996W
74208_0508;2374E2682013H
74205_0150_00588;2374E3466883P
74010_2815_00002;2374E3643246U
74010_3451_00031;2374E2770267R
74233_0610_00084;2374E3962096G
74276_0066_00893;2374E2773362S
74034_0270;2374E2657750C
74298_0580;2374E3117897B
74001_0188_00010;2374E2651874C
74010_1610_00051_bis;2374E3339155Z
74263_0011;2374E2714607X
74010_2925_00022;2374E4129640G
74010_0560_00022;2374E3155837H
74010_2599_00014;2374E3553632C
74010_1090_00070;2374E2775963T
74010_2911;2374E2785247V
74288_0085_00110;2374E3293799N
74083_0288_01561;2374E3240500O
74056_0010_00235;2374E3957263J
74010_2940_00020;2374E3035730U
74010_2599_00016;2374E3549334U
74200_0073_01080;2374E2841556O
74238_0625;2374E2362674A
74010_0450_00013;2374E3873659V
74119_0478_00008;2374E4162418Y
74010_2940_00066;2374E2797244G
74272_0270_01200;2374E3572372W
74010_3269_00007;2374E4148841T
74010_3451_00038;2374E2488735N
74173_0202_00039;2374E4207614G
74062_0215_01094;2374E2973971L
74010_2599_00006;2374E3551017N
74082_0093_00318;2374E3403737X
74263_0094_00415;2374E3601615P
74010_2911_00005;2374E2700717R
74143_0285;2374E3469721T
74256_4pr1eu_00160;2374E3002460E
74010_2925_00022;2374E4129593L
74010_2811_00014;2374E3910765Z
74015_0440_01274;2374E2496083D
74043_0360_00133;2374E2849305P
74010_3272_00014;2374E3560489V
74010_2844;2374E2677018E
74311_0393;2374E2872140W
74010_2844;2374E2675790Y
74190_0023;2374E4505905Z
74197_0120;2374E3223703N
74281_0420_00108;2374E2854510U
74010_3451_00038;2374E2488836K
74010_3065_00008;2374E3425833T
74010_0560_00022;2374E3293535J
74131_0065;2374E4267979Z
74281_0740_00033_bis;2374E3791154O
74191_0004_00048;2374E3579815D
74123_0480_00045;2374E4208480O
74281_0470_00011;2374E3858369T
74147_0160_00239;2374E3879570E
74010_1240;2373E3140848T
74042_0960;2374E3385252Y
74264_0182_00710;2374E3418886O
74010_0380_00020;2374E3156122G
74010_1610_00051_bis;2374E3339168M
74256_0050_00031;2374E2734202O
